Name:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1-A;B1-A;R1-A
Username:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1 VioBlue-A;B1 FITC-A;R1 APC-A
Id:
0;0;0;0;1;2;3;5;8
Resolution:
4;4;4;4;4;4;4;4;4
Data min:
0.;0.;0.;0.;0.;0.;0.;0.;0.
Data max:
40.48320007324219;1000.;1000.;25.;1000.;1000.;1000.;1000.;1000.
Format:
Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear
Scale:
Linear;Linear;Linear;Linear;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic
Data factor:
2.470160461962223e-002;1.000000047497451e-003;1.000000047497451e-003;3.999999910593033e-002;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003
Gain:
1.;1.;1.;1.;1.;1.;1.;1.;1.
Data:
0.6954585313796997;2.43399990722537e-003;2.43399990722537e-003;0.464959979057312;5.359720438718796e-002;1.222560089081526e-002;8.435851894319058e-003;7.890553679317236e-004;3.25028202496469e-003
0.6954904198646545;2.434333320707083e-003;2.434333320707083e-003;0.464959979057312;6.01782351732254e-002;1.318547409027815e-002;9.340421296656132e-003;8.848848752677441e-003;1.159519329667091e-002
0.6955180764198303;2.434666734188795e-003;2.434666734188795e-003;0.4666000008583069;5.876202881336212e-002;1.338915713131428e-002;8.815866895020008e-003;6.044007372111082e-003;8.750023320317268e-003
0.6957305073738098;2.434999914839864e-003;2.434999914839864e-003;0.4666000008583069;6.996344774961472e-002;1.747939176857472e-002;1.729826629161835e-002;6.025533750653267e-002;3.25271300971508e-002
0.6958342790603638;2.435333328321576e-003;2.435333328321576e-003;0.4666000008583069;6.104175373911858e-002;1.199786458164454e-002;9.495819918811321e-003;5.117845721542835e-003;7.353294175118208e-003
0.6960206031799316;2.436666749417782e-003;2.436666749417782e-003;0.4666000008583069;5.447309464216232e-002;9.307633154094219e-003;8.931015618145466e-003;3.05404159007594e-004;2.002020599320531e-003
0.6960391402244568;2.436999930068851e-003;2.436999930068851e-003;0.4666000008583069;5.517265200614929e-002;1.63497943431139e-002;1.758686453104019e-002;3.080520778894424e-002;2.3223627358675e-002
0.6960861086845398;2.437333343550563e-003;2.437333343550563e-003;0.4666000008583069;6.872736662626267e-002;1.511250995099545e-002;1.813558675348759e-002;5.794432759284973e-002;5.969648808240891e-002
0.6962240934371948;2.437666757032275e-003;2.437666757032275e-003;0.4666000008583069;5.826907604932785e-002;1.667942479252815e-002;1.856683939695358e-002;6.154792010784149e-002;2.026848681271076e-002
0.6964579820632935;2.438999945297837e-003;2.438999945297837e-003;0.4666000008583069;5.234728753566742e-002;9.575378149747849e-003;9.002057835459709e-003;7.373873959295452e-004;3.190937452018261e-003
0.6964941024780273;2.43933335877955e-003;2.43933335877955e-003;0.4666000008583069;6.601390242576599e-002;1.717528700828552e-002;1.34917926043272e-002;5.243378877639771e-002;1.469065435230732e-002
0.6966779828071594;2.439999952912331e-003;2.439999952912331e-003;0.4666000008583069;7.359573990106583e-002;1.604678854346275e-002;1.761504821479321e-002;4.966431483626366e-002;2.029384486377239e-002
0.6967176198959351;2.440333366394043e-003;2.440333366394043e-003;0.4666000008583069;6.066817045211792e-002;1.115063298493624e-002;1.313835568726063e-002;3.554166480898857e-002;9.915185160934925e-003
0.6967238187789917;2.440666547045112e-003;2.440666547045112e-003;0.4666000008583069;5.406321957707405e-002;1.215261034667492e-002;8.64318385720253e-003;2.857873914763331e-003;1.681681349873543e-002
0.6968380808830261;2.441333374008536e-003;2.441333374008536e-003;0.4666000008583069;5.323739349842072e-002;1.122223399579525e-002;7.818341255187988e-003;6.894916296005249e-004;4.353761672973633e-003
0.6968778967857361;2.441666554659605e-003;2.441666554659605e-003;0.4666000008583069;5.895315855741501e-002;9.495723992586136e-003;9.195499122142792e-003;9.320192621089518e-004;6.909496616572142e-003
0.6968883872032166;2.441999968141317e-003;2.441999968141317e-003;0.4666000008583069;6.26189112663269e-002;1.316753774881363e-002;1.469526439905167e-002;3.287574648857117e-002;1.116452738642693e-002
0.697100818157196;2.44233338162303e-003;2.44233338162303e-003;0.4666000008583069;6.714674830436707e-002;1.51631161570549e-002;1.275283843278885e-002;2.288835495710373e-002;1.137097179889679e-002
0.6971341967582703;2.442666562274098e-003;2.442666562274098e-003;0.4666000008583069;6.463054567575455e-002;1.848915219306946e-002;1.707090437412262e-002;3.547454252839088e-002;2.988879196345806e-002
0.6971443891525269;2.442999975755811e-003;2.442999975755811e-003;0.4666000008583069;6.688661873340607e-002;1.284724567085505e-002;1.004871819168329e-002;9.756007231771946e-003;1.768907532095909e-002
0.6972254514694214;2.443666569888592e-003;2.443666569888592e-003;0.4666000008583069;6.778132170438767e-002;1.325715053826571e-002;1.683313772082329e-002;4.446545988321304e-002;2.611607499420643e-002
0.6972466111183167;2.443999983370304e-003;2.443999983370304e-003;0.4666000008583069;7.277452200651169e-002;1.415465120226145e-002;1.878428086638451e-002;6.018954515457153e-002;3.668086603283882e-002
0.6972474455833435;2.444333396852016e-003;2.444333396852016e-003;0.4666000008583069;7.188700884580612e-002;1.528459321707487e-002;1.545170973986387e-002;3.900127112865448e-002;5.19522987306118e-002
0.697385311126709;2.44533340446651e-003;2.44533340446651e-003;0.4666000008583069;5.094173178076744e-002;1.247057411819696e-002;8.50216206163168e-003;2.765986137092114e-004;4.121614154428244e-003
0.6974366307258606;2.445666585117579e-003;2.445666585117579e-003;0.4666000008583069;5.772114917635918e-002;1.489259488880634e-002;1.104286871850491e-002;1.799691095948219e-002;9.56264790147543e-003
0.6977483034133911;2.447666600346565e-003;2.447666600346565e-003;0.4666000008583069;5.089192092418671e-002;1.059301104396582e-002;8.663313463330269e-003;1.602853881195188e-003;7.879452779889107e-003
0.6978330016136169;2.448000013828278e-003;2.448000013828278e-003;0.4666000008583069;5.536791309714317e-002;1.225269678980112e-002;8.176116272807121e-003;9.87742911092937e-004;6.770935840904713e-003
0.6978386640548706;2.44833342730999e-003;2.44833342730999e-003;0.4666000008583069;5.80604299902916e-002;1.064352411776781e-002;1.570590771734715e-002;3.94071564078331e-002;1.518881972879171e-002
0.6978777050971985;2.449000021442771e-003;2.449000021442771e-003;0.4666000008583069;5.430988594889641e-002;9.188317693769932e-003;9.835304692387581e-003;1.182592706754804e-003;3.112628823146224e-003
0.6980175971984863;2.449333434924483e-003;2.449333434924483e-003;0.4666000008583069;4.980611056089401e-002;9.837456047534943e-003;8.797504939138889e-003;4.774327389895916e-004;1.514394069090486e-003
0.6981102824211121;2.449666615575552e-003;2.449666615575552e-003;0.4666000008583069;5.033427104353905e-002;1.073002628982067e-002;8.207746781408787e-003;8.476998773403466e-004;2.555351937189698e-003
0.6988120079040527;2.451666630804539e-003;2.451666630804539e-003;0.4691199958324432;6.51315450668335e-002;1.490615587681532e-002;1.708434149622917e-002;4.974884912371635e-002;2.672695927321911e-002
0.6988639831542969;2.452000044286251e-003;2.452000044286251e-003;0.4691199958324432;5.100219696760178e-002;1.223218720406294e-002;9.356626309454441e-003;1.034019631333649e-003;5.576523020863533e-003
0.6988798379898071;2.45233322493732e-003;2.45233322493732e-003;0.4691199958324432;6.291642785072327e-002;1.568780839443207e-002;8.826508186757565e-003;1.857312396168709e-003;4.139208700507879e-003
0.6989392042160034;2.452666638419032e-003;2.452666638419032e-003;0.4691199958324432;6.835286319255829e-002;1.614207215607166e-002;1.847236044704914e-002;6.865962594747543e-002;3.272350877523422e-002
0.6990278959274292;2.453333232551813e-003;2.453333232551813e-003;0.4691199958324432;5.984830856323242e-002;1.789346896111965e-002;1.226842682808638e-002;1.591743528842926e-002;1.019424758851528e-002
0.6991540789604187;2.453666646033526e-003;2.453666646033526e-003;0.4691199958324432;7.335345447063446e-002;1.326220482587814e-002;1.676918938755989e-002;4.908561706542969e-002;3.240912407636643e-002
0.6993384957313538;2.454000059515238e-003;2.454000059515238e-003;0.4691199958324432;5.654654651880264e-002;1.401475723832846e-002;8.468193933367729e-003;5.088810576125979e-004;2.112049609422684e-003
0.6995295882225037;2.454666653648019e-003;2.454666653648019e-003;0.4691199958324432;6.316223740577698e-002;1.71781238168478e-002;8.364501409232616e-003;1.848075189627707e-003;3.200692823156714e-003
0.7001271843910217;2.455000067129731e-003;2.455000067129731e-003;0.4691199958324432;6.870522350072861e-002;2.042477764189243e-002;1.363912411034107e-002;2.946769632399082e-002;1.213047467172146e-002
0.7004966735839844;2.456666668877006e-003;2.456666668877006e-003;0.4691199958324432;6.266584247350693e-002;1.404741685837507e-002;1.416961289942265e-002;3.367123752832413e-002;1.672179065644741e-002
0.7008582949638367;2.457333263009787e-003;2.457333263009787e-003;0.4691199958324432;6.185360252857208e-002;1.466212328523397e-002;1.760503649711609e-002;3.860510885715485e-002;1.264263037592173e-002
0.7011237740516663;2.458000089973211e-003;2.458000089973211e-003;0.47079998254776;7.107260078191757e-002;1.907975599169731e-002;1.619564741849899e-002;2.973912097513676e-002;1.520597003400326e-002
0.7015697956085205;2.45833327062428e-003;2.45833327062428e-003;0.47079998254776;5.413557216525078e-002;1.058775931596756e-002;8.815081790089607e-003;8.967331610620022e-003;9.654082357883453e-003
0.7015902996063232;2.458666684105992e-003;2.458666684105992e-003;0.47079998254776;6.222133710980415e-002;1.710224710404873e-002;1.048822980374098e-002;1.532183960080147e-002;5.599774420261383e-003
0.7018659114837647;2.459333278238773e-003;2.459333278238773e-003;0.47079998254776;5.664632841944695e-002;1.158877741545439e-002;8.829932659864426e-003;5.593852838501334e-004;3.7192078307271e-003
0.7021157741546631;2.459666691720486e-003;2.459666691720486e-003;0.47079998254776;7.592760026454926e-002;1.989856548607349e-002;1.683422364294529e-002;4.998085275292397e-002;1.951530575752258e-002
0.7026365399360657;2.460666699334979e-003;2.460666699334979e-003;0.47079998254776;6.137750297784805e-002;1.490575261414051e-002;8.753551170229912e-003;1.660581445321441e-003;3.427781397476792e-003
0.7026883363723755;2.460999879986048e-003;2.460999879986048e-003;0.47079998254776;5.452186986804009e-002;9.166862815618515e-003;8.950146846473217e-003;9.504579356871545e-004;3.147889161482453e-003
0.7027169466018677;2.46133329346776e-003;2.46133329346776e-003;0.47079998254776;5.721402540802956e-002;1.114578451961279e-002;8.851012215018272e-003;1.201407518237829e-003;1.219571474939585e-002
0.703167736530304;2.462333301082254e-003;2.462333301082254e-003;0.47079998254776;5.169928446412087e-002;1.496963668614626e-002;9.871457703411579e-003;1.068696938455105e-002;5.570394918322563e-003
0.7035524845123291;2.462999895215035e-003;2.462999895215035e-003;0.47079998254776;5.41970282793045e-002;9.214588440954685e-003;7.93696753680706e-003;9.569202084094286e-004;2.875664504244924e-003
0.7038835883140564;2.463333308696747e-003;2.463333308696747e-003;0.47079998254776;7.143394649028778e-002;1.718700304627419e-002;1.689378172159195e-002;0.1045922860503197;3.818341717123985e-002
0.7039255499839783;2.463666722178459e-003;2.463666722178459e-003;0.47079998254776;5.230719223618507e-002;1.05903884395957e-002;8.881679736077786e-003;1.130284974351525e-003;2.646359847858548e-003
0.7039624452590942;2.463999902829528e-003;2.463999902829528e-003;0.4724399745464325;5.726074054837227e-002;1.585556007921696e-002;9.371442720293999e-003;4.130099434405565e-003;9.13466140627861e-003
0.7041906714439392;2.46433331631124e-003;2.46433331631124e-003;0.4724399745464325;7.455310225486755e-002;1.438387576490641e-002;1.63092166185379e-002;3.376201912760735e-002;1.861602813005447e-002
0.7042446136474609;2.464999910444021e-003;2.464999910444021e-003;0.4724399745464325;7.976195961236954e-002;1.927419193089008e-002;8.477660827338696e-003;2.23205704241991e-003;2.044623717665672e-003
0.7042653560638428;2.465333323925734e-003;2.465333323925734e-003;0.4724399745464325;5.075555667281151e-002;1.429824717342854e-002;9.045113809406757e-003;1.082036062143743e-003;2.484438475221396e-003
0.7043068408966065;2.465666737407446e-003;2.465666737407446e-003;0.4724399745464325;6.634794920682907e-002;1.492286566644907e-002;1.731079816818237e-002;5.67886009812355e-002;3.656310960650444e-002
0.704495370388031;2.465999918058515e-003;2.465999918058515e-003;0.4724399745464325;6.078923493623734e-002;1.632794551551342e-002;9.011700749397278e-003;1.286267885006964e-003;2.549550728872418e-003
0.7046287655830383;2.466666745021939e-003;2.466666745021939e-003;0.4724399745464325;5.878668278455734e-002;9.38616506755352e-003;8.599578402936459e-003;7.493073353543878e-004;5.328393075615168e-003
0.7047435641288757;2.466999925673008e-003;2.466999925673008e-003;0.4724399745464325;5.562752112746239e-002;1.651499792933464e-002;9.034516289830208e-003;4.40839258953929e-003;5.055269226431847e-003
0.7047688961029053;2.46733333915472e-003;2.46733333915472e-003;0.4724399745464325;5.766893923282623e-002;1.668848283588886e-002;7.884867489337921e-003;2.27658380754292e-003;4.601745400577784e-003
0.7047959566116333;2.467999933287501e-003;2.467999933287501e-003;0.4724399745464325;5.221942439675331e-002;1.073632016777992e-002;1.004795543849468e-002;6.847696495242417e-004;3.465151647105813e-003
0.7048664093017578;2.468333346769214e-003;2.468333346769214e-003;0.4724399745464325;6.541922688484192e-002;1.963401213288307e-002;1.719114743173122e-002;4.237479716539383e-002;2.240405604243279e-002
0.7050184011459351;2.468999940901995e-003;2.468999940901995e-003;0.4724399745464325;5.822490528225899e-002;1.125818397849798e-002;8.951682597398758e-003;9.92686371318996e-004;2.347082598134875e-003
0.7052769660949707;2.470666775479913e-003;2.470666775479913e-003;0.4724399745464325;5.368063226342201e-002;1.162257790565491e-002;8.75566340982914e-003;9.94808622635901e-004;3.244751365855336e-003
0.7054119110107422;2.471333369612694e-003;2.471333369612694e-003;0.4724399745464325;6.405586004257202e-002;1.770715042948723e-002;1.379212271422148e-002;2.448209375143051e-002;7.629508152604103e-003
0.705693244934082;2.471666550263763e-003;2.471666550263763e-003;0.4724399745464325;7.271223515272141e-002;1.812995038926601e-002;1.063829567283392e-002;1.723025925457478e-002;8.321027271449566e-003
0.7057483196258545;2.472333377227187e-003;2.472333377227187e-003;0.4724399745464325;5.170572549104691e-002;1.177489571273327e-002;8.887698873877525e-003;5.354267545044422e-003;3.525822656229138e-003
0.705923318862915;2.472999971359968e-003;2.472999971359968e-003;0.4724399745464325;5.488810688257217e-002;9.303756058216095e-003;8.631151169538498e-003;3.933884669095278e-003;4.397491924464703e-003
0.7060247659683228;2.473333384841681e-003;2.473333384841681e-003;0.4724399745464325;5.248567461967468e-002;1.17883337661624e-002;9.113574400544167e-003;3.681170637719333e-004;8.82912240922451e-003
0.706354558467865;2.473666565492749e-003;2.473666565492749e-003;0.4724399745464325;5.009686574339867e-002;9.100712835788727e-003;8.490525186061859e-003;8.200940792448819e-004;2.409921726211906e-003
0.7064892053604126;2.474333392456174e-003;2.474333392456174e-003;0.4724399745464325;5.331839621067047e-002;9.973667562007904e-003;8.776889182627201e-003;3.709013690240681e-004;2.207783283665776e-003
0.7065293192863464;2.474666573107243e-003;2.474666573107243e-003;0.4724399745464325;6.729148328304291e-002;1.511570252478123e-002;1.20203010737896e-002;2.659515291452408e-002;5.565394181758165e-003
0.7066898345947266;2.474999986588955e-003;2.474999986588955e-003;0.4741199910640717;7.325304299592972e-002;1.80288553237915e-002;1.860250346362591e-002;7.010023295879364e-002;6.299030035734177e-002
0.7068541646003723;2.475333400070667e-003;2.475333400070667e-003;0.4741199910640717;7.160057127475739e-002;1.60138476639986e-002;8.947188965976238e-003;2.011755108833313e-002;9.377566166222096e-003
0.7069165706634522;2.475666580721736e-003;2.475666580721736e-003;0.4741199910640717;5.204116925597191e-002;1.169045828282833e-002;9.057014249265194e-003;1.068304060027003e-003;6.972248200327158e-003
0.7070162892341614;2.475999994203448e-003;2.475999994203448e-003;0.4741199910640717;7.138333469629288e-002;1.411261782050133e-002;1.077972911298275e-002;1.21175479143858e-002;6.36513065546751e-003
0.7071287035942078;2.476333407685161e-003;2.476333407685161e-003;0.4741199910640717;6.493915617465973e-002;1.733656972646713e-002;8.440155535936356e-003;3.276195842772722e-003;1.1882359161973e-002
0.7072823643684387;2.476666588336229e-003;2.476666588336229e-003;0.4741199910640717;5.180688947439194e-002;8.903412148356438e-003;9.037132374942303e-003;8.245439967140555e-004;1.868926570750773e-003
0.707349419593811;2.477000001817942e-003;2.477000001817942e-003;0.4741199910640717;5.680724233388901e-002;9.951042011380196e-003;8.481712080538273e-003;1.098031527362764e-003;3.701103618368506e-003
0.7075129151344299;2.477333415299654e-003;2.477333415299654e-003;0.4741199910640717;7.502541691064835e-002;1.883049495518208e-002;9.037159383296967e-003;1.646490301936865e-003;5.4207444190979e-003
0.707517683506012;2.477666595950723e-003;2.477666595950723e-003;0.4741199910640717;6.58784881234169e-002;1.467642094939947e-002;1.68730765581131e-002;3.88386994600296e-002;1.516909990459681e-002
0.7075543403625488;2.478000009432435e-003;2.478000009432435e-003;0.4741199910640717;6.037445366382599e-002;1.375548541545868e-002;8.151670917868614e-003;1.941130729392171e-003;3.893810091540217e-003
0.7077870965003967;2.478333422914147e-003;2.478333422914147e-003;0.4741199910640717;6.455341726541519e-002;1.638107560575008e-002;8.969072252511978e-003;1.525393803603947e-003;4.221528302878141e-003
0.7078385353088379;2.478666603565216e-003;2.478666603565216e-003;0.4741199910640717;6.105973199009895e-002;1.492833998054266e-002;1.848891191184521e-002;5.732157081365585e-002;5.565935000777245e-002
0.7078807353973389;2.479000017046928e-003;2.479000017046928e-003;0.4741199910640717;5.923258885741234e-002;1.022874098271132e-002;8.380504325032234e-003;4.935801029205322e-003;4.524747841060162e-003
0.7079451084136963;2.479666611179709e-003;2.479666611179709e-003;0.4741199910640717;5.869689956307411e-002;1.034084800630808e-002;8.906742557883263e-003;1.709304400719702e-003;3.618905087932944e-003
0.7079994678497315;2.480000024661422e-003;2.480000024661422e-003;0.4741199910640717;5.563791841268539e-002;1.456159166991711e-002;1.5326670370996e-002;2.909771911799908e-002;1.264855451881886e-002
0.708413302898407;2.480666618794203e-003;2.480666618794203e-003;0.4741199910640717;6.413011252880096e-002;1.16189680993557e-002;8.446229621767998e-003;1.795463729649782e-003;5.790482275187969e-003
0.7084407210350037;2.481000032275915e-003;2.481000032275915e-003;0.4741199910640717;5.805760622024536e-002;1.168195903301239e-002;1.071203127503395e-002;1.211441867053509e-002;6.150669883936644e-003
0.7088848948478699;2.482333220541477e-003;2.482333220541477e-003;0.4741199910640717;7.442490011453629e-002;1.617821864783764e-002;1.638804562389851e-002;4.953186213970184e-002;2.01577190309763e-002
0.7089084386825562;2.48266663402319e-003;2.48266663402319e-003;0.4741199910640717;6.399830430746079e-002;1.668528839945793e-002;8.914358913898468e-003;1.077278750017285e-003;4.776936490088701e-003
0.7091562747955322;2.484333235770464e-003;2.484333235770464e-003;0.4741199910640717;5.781984329223633e-002;1.255650911480188e-002;1.014586165547371e-002;1.872633583843708e-002;6.682871840894222e-003
0.709206759929657;2.484666649252176e-003;2.484666649252176e-003;0.4741199910640717;5.196254700422287e-002;1.496624760329723e-002;1.050400268286467e-002;1.806185208261013e-002;5.678800400346518e-003
0.7093526721000671;2.485000062733889e-003;2.485000062733889e-003;0.4741199910640717;5.825350061058998e-002;1.35673088952899e-002;1.198572479188442e-002;2.325513586401939e-002;5.811898969113827e-003
0.7095468640327454;2.48566665686667e-003;2.48566665686667e-003;0.4757999777793884;6.969178467988968e-002;1.423374656587839e-002;8.017878048121929e-003;1.458001905120909e-003;6.531052757054567e-003
0.7096517086029053;2.486000070348382e-003;2.486000070348382e-003;0.4757999777793884;5.894709751009941e-002;9.517163969576359e-003;8.160523138940334e-003;9.248214773833752e-004;2.833410399034619e-003
0.7100206017494202;2.486666664481163e-003;2.486666664481163e-003;0.4757999777793884;5.721109732985497e-002;1.182469446212053e-002;8.833683095872402e-003;2.698174444958568e-003;4.978164099156857e-003
0.7102755308151245;2.487000077962875e-003;2.487000077962875e-003;0.4757999777793884;6.434980034828186e-002;1.347162015736103e-002;9.146223776042461e-003;7.631607353687286e-003;7.503360509872437e-003
0.7103242874145508;2.487666672095656e-003;2.487666672095656e-003;0.4757999777793884;6.437341123819351e-002;1.439811754971743e-002;1.651212014257908e-002;3.819914162158966e-002;4.324723035097122e-002
0.7104874849319458;2.488000085577369e-003;2.488000085577369e-003;0.4757999777793884;5.022218823432922e-002;1.022259704768658e-002;8.651399984955788e-003;7.653813809156418e-004;3.533946815878153e-003
0.7106330990791321;2.48866667971015e-003;2.48866667971015e-003;0.4757999777793884;6.357400119304657e-002;1.643826812505722e-002;8.737045340240002e-003;1.571584376506507e-003;3.860365133732557e-003
0.7107107639312744;2.489000093191862e-003;2.489000093191862e-003;0.4757999777793884;5.369626730680466e-002;1.004557590931654e-002;8.607892319560051e-003;1.662370981648564e-003;1.619074726477265e-003
0.7107433080673218;2.489333273842931e-003;2.489333273842931e-003;0.4757999777793884;6.437986344099045e-002;1.470401231199503e-002;8.946491405367851e-003;6.073650438338518e-003;5.743812769651413e-003
0.7108209133148193;2.489666687324643e-003;2.489666687324643e-003;0.4757999777793884;5.054931715130806e-002;1.047615148127079e-002;8.278898894786835e-003;7.89277080912143e-004;4.248832818120718e-003
0.7108815908432007;2.490000100806356e-003;2.490000100806356e-003;0.4757999777793884;5.3228709846735e-002;1.505129784345627e-002;7.8741405159235e-003;7.339252042584121e-004;1.395339611917734e-003
0.711010217666626;2.490333281457424e-003;2.490333281457424e-003;0.4757999777793884;5.993340536952019e-002;1.024818234145641e-002;8.227118290960789e-003;1.182125299237669e-003;4.887611605226994e-003
0.7110727429389954;2.490666694939137e-003;2.490666694939137e-003;0.4757999777793884;5.041119828820229e-002;1.029282994568348e-002;8.647271431982517e-003;8.363697561435401e-004;2.304649911820889e-003
0.7113198041915894;2.491333289071918e-003;2.491333289071918e-003;0.4757999777793884;7.356799393892288e-002;1.904875412583351e-002;1.702854409813881e-002;4.809794947504997e-002;1.465753465890884e-002
0.7115632295608521;2.492333296686411e-003;2.492333296686411e-003;0.4757999777793884;6.184981390833855e-002;1.346874888986349e-002;7.87444319576025e-003;1.919699716381729e-003;6.152696441859007e-003
0.7117858529090881;2.492999890819192e-003;2.492999890819192e-003;0.4757999777793884;7.059036940336227e-002;1.696538366377354e-002;8.707195520401001e-003;1.609185244888067e-003;2.747392049059272e-003
0.7118268013000488;2.493333304300904e-003;2.493333304300904e-003;0.4757999777793884;7.42546021938324e-002;2.008425444364548e-002;1.808126084506512e-002;5.441815033555031e-002;3.989718854427338e-002
0.7119051218032837;2.493999898433685e-003;2.493999898433685e-003;0.4757999777793884;5.956144258379936e-002;1.180152036249638e-002;9.071704931557179e-003;1.220369013026357e-003;3.342011943459511e-003
0.7121255397796631;2.49466672539711e-003;2.49466672539711e-003;0.4757999777793884;6.439465284347534e-002;1.381525956094265e-002;1.824255846440792e-002;4.267211630940437e-002;3.849034756422043e-002
0.7128280401229858;2.495666733011603e-003;2.495666733011603e-003;0.4774399995803833;8.27818438410759e-002;1.580827869474888e-002;9.086395613849163e-003;9.829911403357983e-003;4.572496749460697e-003
0.7130594253540039;2.496666740626097e-003;2.496666740626097e-003;0.4774399995803833;5.642156302928925e-002;1.236352603882551e-002;9.050808846950531e-003;9.543376974761486e-003;4.495047032833099e-003
0.7132976055145264;2.497333334758878e-003;2.497333334758878e-003;0.4774399995803833;7.276690751314163e-002;1.772859692573547e-002;1.815325394272804e-002;6.132175773382187e-002;2.058735303580761e-002
0.7140315771102905;2.497999928891659e-003;2.497999928891659e-003;0.4774399995803833;4.815211519598961e-002;9.96755063533783e-003;8.855021558701992e-003;6.568639073520899e-004;2.054973738268018e-003
0.7140560150146484;2.498333342373371e-003;2.498333342373371e-003;0.4774399995803833;4.885685071349144e-002;1.201081275939941e-002;8.67137499153614e-003;1.126269111409783e-003;2.459008479490876e-003
0.7140904664993286;2.498666755855084e-003;2.498666755855084e-003;0.4774399995803833;6.877816468477249e-002;1.805146969854832e-002;1.825720816850662e-002;4.049299657344818e-002;2.322339825332165e-002
0.7141281366348267;2.499333349987865e-003;2.499333349987865e-003;0.4774399995803833;5.098438635468483e-002;1.109488122165203e-002;8.42552725225687e-003;5.974466330371797e-004;3.195026656612754e-003
0.7143969535827637;2.499666763469577e-003;2.499666763469577e-003;0.4774399995803833;5.461502820253372e-002;9.665483608841896e-003;8.510846644639969e-003;1.589700463227928e-003;2.765062730759382e-003
0.7145703434944153;2.500333357602358e-003;2.500333357602358e-003;0.4774399995803833;7.194152474403381e-002;1.371974032372236e-002;1.126013323664665e-002;1.318013947457075e-002;8.303193375468254e-003
0.71469646692276;2.50066677108407e-003;2.50066677108407e-003;0.4774399995803833;5.751881003379822e-002;1.517289411276579e-002;8.687888272106648e-003;1.141342218033969e-003;3.404120448976755e-003
0.7147188186645508;2.500999951735139e-003;2.500999951735139e-003;0.4774399995803833;4.772685468196869e-002;1.217597629874945e-002;9.044047445058823e-003;8.351308642886579e-004;2.379349898546934e-003
0.7151660919189453;2.50166654586792e-003;2.50166654586792e-003;0.4791199862957001;7.158017903566361e-002;1.643462851643562e-002;9.301679208874703e-003;1.760370912961662e-003;2.629036549478769e-003
0.7153640985488892;2.502333372831345e-003;2.502333372831345e-003;0.4791199862957001;5.742436274886131e-002;1.220518536865711e-002;8.232873864471912e-003;6.774526555091143e-004;2.219338901340962e-003
0.7157076597213745;2.502666553482413e-003;2.502666553482413e-003;0.4791199862957001;7.040392607450485e-002;1.840916275978088e-002;1.815113611519337e-002;7.014055550098419e-002;4.763378575444222e-002
0.7162234783172607;2.503333380445838e-003;2.503333380445838e-003;0.4791199862957001;7.141301035881043e-002;1.368608977645636e-002;1.598385348916054e-002;5.028580129146576e-002;2.599852904677391e-002
0.7163197994232178;2.503999974578619e-003;2.503999974578619e-003;0.4791199862957001;6.170683354139328e-002;1.401207223534584e-002;9.643048979341984e-003;1.027855277061462e-002;5.712978541851044e-003
0.7166323065757752;2.504333388060331e-003;2.504333388060331e-003;0.4815999865531921;4.95469756424427e-002;1.12444581463933e-002;9.025090374052525e-003;6.433823728002608e-004;1.524293096736074e-003
0.7166580557823181;2.5046665687114e-003;2.5046665687114e-003;0.4815999865531921;7.229401916265488e-002;1.66644062846899e-002;1.726327650249004e-002;5.43573796749115e-002;3.052165918052197e-002
0.7168727517127991;2.505333395674825e-003;2.505333395674825e-003;0.4815999865531921;5.942306667566299e-002;1.43342362716794e-002;1.797269470989704e-002;3.60708013176918e-002;1.708110421895981e-002
0.7169064283370972;2.505999989807606e-003;2.505999989807606e-003;0.4815999865531921;4.834320023655891e-002;9.214393794536591e-003;8.279046975076199e-003;1.001995289698243e-003;1.98277784511447e-003
0.7170088291168213;2.506333403289318e-003;2.506333403289318e-003;0.4815999865531921;6.860665231943131e-002;1.396520342677832e-002;1.234284788370132e-002;2.235225215554237e-002;1.03645445778966e-002
0.7172202467918396;2.507333410903812e-003;2.507333410903812e-003;0.4815999865531921;5.071616172790527e-002;1.210406795144081e-002;8.772501721978188e-003;4.778833128511906e-003;9.336404502391815e-003
0.7173154950141907;2.50766659155488e-003;2.50766659155488e-003;0.4815999865531921;5.175671726465225e-002;9.103397838771343e-003;8.125271648168564e-003;6.017552805133164e-004;1.790066249668598e-003
0.7176707983016968;2.508333418518305e-003;2.508333418518305e-003;0.4815999865531921;5.510047078132629e-002;9.327967651188374e-003;8.560557849705219e-003;7.067182450555265e-004;1.10001266002655e-002
0.7176958322525024;2.508666599169374e-003;2.508666599169374e-003;0.4815999865531921;5.882785096764565e-002;1.603091880679131e-002;8.647951297461987e-003;1.176308491267264e-003;6.556797306984663e-003
0.7178763151168823;2.509000012651086e-003;2.509000012651086e-003;0.4815999865531921;4.931027069687843e-002;1.137745287269354e-002;8.40301625430584e-003;3.84610565379262e-003;4.77778073400259e-003
